31.90625,0.32364023
31.910156,0.33994943
31.914062,0.33898765
31.917969,0.33808315
31.921875,0.3535323
31.925781,0.35176167
31.929688,0.35009643
31.933594,0.34853038
31.9375,0.3633574
31.941406,0.36100164
31.945312,0.35878617
31.949219,0.35670266
31.953125,0.35474315
31.957031,0.3366007
31.960938,0.33583835
31.964844,0.3188216
31.96875,0.319118
31.972656,0.3193967
31.976562,0.30335915
31.980469,0.28827652
31.984375,0.29039192
31.988281,0.29238138
31.992188,0.29425237
31.996094,0.29601192
32.0,0.29766667
32.003906,0.29922295
32.007812,0.28438666
32.01172,0.28673366
32.015625,0.28894097
32.01953,0.29101682
32.023438,0.29296908
32.027344,0.29480502
32.03125,0.29653165
32.035156,0.29815546
32.039062,0.29968262
32.04297,0.30111876
32.046875,0.30246937
32.05078,0.28743973
32.054688,0.25700542
32.058594,0.2772828
32.0625,0.34525204
32.066406,0.45807293
32.070312,0.61307454
32.07422,0.8077449
32.078125,0.99082255
32.08203,1.0
32.085938,0.6663357
32.089844,0.22214314
32.09375,0.0
32.097656,0.019282525
32.101562,0.086316116
32.10547,0.10045844
32.109375,0.09745885
32.11328,0.1109376
32.117188,0.123613715
32.121094,0.15183476
32.125,0.19467497
32.128906,0.21866421
32.132812,0.25752464
32.13672,0.27777115
32.140625,0.29681188
32.14453,0.298419
32.148438,0.29993042
32.152344,0.3176516
32.15625,0.3180177
32.160156,0.30206224
32.164062,0.31965646
32.16797,0.31990314
32.171875,0.32013518
32.17578,0.3203534
32.179688,0.3205586
32.183594,0.33705133
32.1875,0.33626214
32.191406,0.33551997
32.195312,0.33482203
32.19922,0.33416563
32.203125,0.3335483
32.20703,0.33296776
32.210938,0.3324218
32.214844,0.33190835
32.21875,0.34772518
32.222656,0.33000058
32.226562,0.34593108
32.23047,0.34461305
32.234375,0.34337348
32.23828,0.3422078
32.242188,0.34111154
32.246094,0.35638037
32.25,0.35444012
32.253906,0.3526154
32.257812,0.35089934
32.26172,0.36558527
32.265625,0.36309686
32.26953,0.36075658
32.273438,0.35855573
32.277344,0.35648596
32.28125,0.35453936
32.285156,0.35270873
32.289062,0.35098717
32.29297,0.34936804
32.296875,0.34784535
32.30078,0.3464134
32.304688,0.34506664
32.308594,0.34380013
32.3125,0.32630932
32.316406,0.32615978
32.320312,0.3260192
32.32422,0.3258869
32.328125,0.3257626
32.33203,0.3256457
32.335938,0.30923593
32.339844,0.31010318
32.34375,0.31091872
32.347656,0.31168568
32.351562,0.2961073
32.35547,0.2977564
32.359375,0.29930726
32.36328,0.284466
32.367188,0.2868083
32.371094,0.28901118
32.375,0.2910829
32.378906,0.2930312
32.382812,0.29486343
32.38672,0.29658654
32.390625,0.29820707
32.39453,0.29973114
32.398438,0.30116436
32.402344,0.3025123
32.40625,0.30378
32.410156,0.30497208
32.414062,0.3060933
32.41797,0.30714777
32.421875,0.3081394
32.42578,0.30907196
32.429688,0.309949
32.433594,0.31077382
32.4375,0.31154948
32.441406,0.31227896
32.445312,0.31296498
32.44922,0.31361023
32.453125,0.31421694
32.45703,0.31478766
32.460938,0.31532425
32.464844,0.31582895
32.46875,0.3163036
32.472656,0.31675002
32.476562,0.3171698
32.48047,0.31756458
32.484375,0.31793588
32.48828,0.31828508
32.492188,0.3349132
32.496094,0.31795153
32.5,0.31829977
32.503906,0.31862727
32.507812,0.3189353
32.51172,0.31922498
32.515625,0.31949735
32.51953,0.31975356
32.523438,0.31999445
32.527344,0.32022107
32.53125,0.33673388
32.535156,0.31966382
32.539062,0.31991014
32.54297,0.3201418
32.546875,0.3203596
32.55078,0.32056442
32.554688,0.32075703
32.558594,0.32093817
32.5625,0.32110852
32.566406,0.32126877
32.570312,0.32141948
32.57422,0.32156122
32.578125,0.32169443
32.58203,0.32181978
32.585938,0.32193768
32.589844,0.33834827
32.59375,0.3211821
32.597656,0.32133794
32.601562,0.32148457
32.60547,0.32162237
32.609375,0.32175198
32.61328,0.32187393
32.617188,0.32198855
32.621094,0.3220964
32.625,0.3221978
32.628906,0.32229316
32.632812,0.32238284
32.63672,0.3224672
32.640625,0.32254657
32.64453,0.32262123
32.648438,0.32269135
32.652344,0.3227573
